tipo_prestacion,fecha_ingreso,hora_ingreso,domicilio_barrio,hora
DENUNCIA,11/04/2021,23:21:19,PALERMO,23
DENUNCIA,11/04/2021,16:09:26,PALERMO,16
DENUNCIA,11/04/2021,15:47:37,PALERMO,15
DENUNCIA,11/04/2021,23:37:05,PALERMO,23
DENUNCIA,11/04/2021,16:55:15,BELGRANO,16
DENUNCIA,12/04/2021,20:56:12,ALMAGRO,20
DENUNCIA,12/04/2021,20:36:24,MATADEROS,20
DENUNCIA,12/04/2021,12:38:22,BELGRANO,12
DENUNCIA,12/04/2021,10:19:08,VILLA CRESPO,10
DENUNCIA,12/04/2021,10:54:41,PALERMO,10
DENUNCIA,12/04/2021,17:16:13,COLEGIALES,17
DENUNCIA,12/04/2021,14:05:10,CABALLITO,14
DENUNCIA,12/04/2021,22:42:02,NUÑEZ,22
DENUNCIA,13/04/2021,05:33:46,FLORES,05
DENUNCIA,13/04/2021,00:33:45,PALERMO,00
DENUNCIA,13/04/2021,13:17:51,FLORESTA,13
DENUNCIA,13/04/2021,16:02:31,CABALLITO,16
DENUNCIA,13/04/2021,21:14:20,CABALLITO,21
DENUNCIA,13/04/2021,21:57:57,MONSERRAT,21
DENUNCIA,13/04/2021,08:22:47,ALMAGRO,08
DENUNCIA,13/04/2021,23:07:07,COLEGIALES,23
DENUNCIA,13/04/2021,13:46:08,CABALLITO,13
DENUNCIA,13/04/2021,10:47:48,VERSALLES,10
DENUNCIA,14/04/2021,15:11:41,PALERMO,15
DENUNCIA,14/04/2021,18:49:19,MATADEROS,18
DENUNCIA,14/04/2021,19:45:26,BELGRANO,19
DENUNCIA,14/04/2021,19:46:54,NUÑEZ,19
DENUNCIA,14/04/2021,02:35:55,PARQUE AVELLANEDA,02
DENUNCIA,14/04/2021,07:46:47,CABALLITO,07
DENUNCIA,14/04/2021,13:00:32,SAN TELMO,13
DENUNCIA,14/04/2021,18:50:25,VILLA CRESPO,18
DENUNCIA,14/04/2021,17:32:23,RECOLETA,17
DENUNCIA,15/04/2021,00:40:38,RETIRO,00
DENUNCIA,15/04/2021,11:13:47,BALVANERA,11
DENUNCIA,15/04/2021,12:27:13,PALERMO,12
DENUNCIA,15/04/2021,16:03:09,CABALLITO,16
DENUNCIA,15/04/2021,11:40:54,CABALLITO,11
DENUNCIA,15/04/2021,12:18:49,CABALLITO,12
DENUNCIA,15/04/2021,06:11:12,PARQUE AVELLANEDA,06
DENUNCIA,15/04/2021,00:06:38,PALERMO,00
DENUNCIA,15/04/2021,09:38:13,CABALLITO,09
DENUNCIA,15/04/2021,11:32:51,VILLA URQUIZA,11
DENUNCIA,15/04/2021,19:48:02,PALERMO,19
DENUNCIA,15/04/2021,23:41:45,VILLA CRESPO,23
DENUNCIA,15/04/2021,22:49:49,COLEGIALES,22
DENUNCIA,15/04/2021,17:23:26,PALERMO,17
DENUNCIA,15/04/2021,18:40:44,BARRACAS,18
DENUNCIA,15/04/2021,19:15:05,ALMAGRO,19
DENUNCIA,16/04/2021,15:57:53,MONSERRAT,15
DENUNCIA,16/04/2021,09:38:09,VILLA PUEYRREDON,09
DENUNCIA,16/04/2021,09:08:31,PALERMO,09
DENUNCIA,16/04/2021,18:30:18,COLEGIALES,18
DENUNCIA,16/04/2021,19:33:21,CABALLITO,19
DENUNCIA,16/04/2021,23:36:34,CONSTITUCION,23
DENUNCIA,16/04/2021,10:26:22,PALERMO,10
DENUNCIA,16/04/2021,00:34:55,VILLA DEVOTO,00
DENUNCIA,16/04/2021,08:01:42,BOCA,08
DENUNCIA,16/04/2021,12:55:16,VILLA GRAL. MITRE,12
DENUNCIA,16/04/2021,15:23:21,AGRONOMIA,15
DENUNCIA,16/04/2021,19:22:27,ALMAGRO,19
DENUNCIA,16/04/2021,21:03:04,LINIERS,21
DENUNCIA,16/04/2021,22:53:02,VILLA LUGANO,22
DENUNCIA,16/04/2021,14:52:33,RECOLETA,14
DENUNCIA,16/04/2021,14:57:32,MONSERRAT,14
DENUNCIA,16/04/2021,21:54:12,COLEGIALES,21
DENUNCIA,17/04/2021,13:51:16,PALERMO,13
DENUNCIA,17/04/2021,13:54:59,VILLA SANTA RITA,13
DENUNCIA,17/04/2021,20:30:44,COLEGIALES,20
DENUNCIA,17/04/2021,17:05:14,BOCA,17
DENUNCIA,17/04/2021,18:24:04,COLEGIALES,18
DENUNCIA,17/04/2021,12:28:54,NUÑEZ,12
DENUNCIA,17/04/2021,15:40:36,VILLA URQUIZA,15
DENUNCIA,17/04/2021,11:16:55,PARQUE CHACABUCO,11
DENUNCIA,17/04/2021,20:12:09,BALVANERA,20
DENUNCIA,17/04/2021,20:20:32,VILLA REAL,20
DENUNCIA,17/04/2021,14:39:59,BOCA,14
DENUNCIA,17/04/2021,15:28:42,BALVANERA,15
DENUNCIA,17/04/2021,02:25:55,ALMAGRO,02
DENUNCIA,17/04/2021,10:33:32,PARQUE CHAS,10
DENUNCIA,18/04/2021,19:14:17,COLEGIALES,19
DENUNCIA,18/04/2021,14:04:29,VILLA CRESPO,14
DENUNCIA,18/04/2021,12:39:47,SAAVEDRA,12
DENUNCIA,18/04/2021,14:35:07,PARQUE AVELLANEDA,14
DENUNCIA,18/04/2021,07:24:41,PARQUE CHACABUCO,07
DENUNCIA,18/04/2021,15:46:29,PARQUE CHAS,15
DENUNCIA,18/04/2021,21:51:03,ALMAGRO,21
DENUNCIA,19/04/2021,07:52:24,BARRACAS,07
DENUNCIA,19/04/2021,08:22:54,PARQUE CHAS,08
DENUNCIA,19/04/2021,15:16:30,CABALLITO,15
DENUNCIA,19/04/2021,10:14:19,VILLA LURO,10
DENUNCIA,19/04/2021,10:41:42,CHACARITA,10
DENUNCIA,19/04/2021,11:41:49,NUÑEZ,11
DENUNCIA,19/04/2021,15:53:05,BELGRANO,15
DENUNCIA,19/04/2021,11:13:53,PALERMO,11
DENUNCIA,19/04/2021,19:35:08,PARQUE CHACABUCO,19
DENUNCIA,19/04/2021,22:02:46,NUÑEZ,22
DENUNCIA,19/04/2021,22:54:55,VILLA URQUIZA,22
DENUNCIA,19/04/2021,15:42:33,CABALLITO,15
DENUNCIA,19/04/2021,12:14:19,VILLA URQUIZA,12
DENUNCIA,20/04/2021,17:26:30,VILLA DEL PARQUE,17
DENUNCIA,20/04/2021,09:00:43,CABALLITO,09
DENUNCIA,20/04/2021,19:44:25,COLEGIALES,19
DENUNCIA,20/04/2021,07:44:54,PALERMO,07
DENUNCIA,20/04/2021,08:58:55,VILLA URQUIZA,08
DENUNCIA,20/04/2021,08:29:07,VILLA LURO,08
DENUNCIA,20/04/2021,18:23:42,SAN NICOLAS,18
DENUNCIA,20/04/2021,17:56:21,SAN NICOLAS,17
DENUNCIA,20/04/2021,17:45:15,BALVANERA,17
DENUNCIA,20/04/2021,12:19:31,BALVANERA,12
DENUNCIA,20/04/2021,14:45:12,VILLA LURO,14
DENUNCIA,20/04/2021,22:23:23,SAN NICOLAS,22
DENUNCIA,20/04/2021,20:00:01,VILLA CRESPO,20
DENUNCIA,20/04/2021,09:58:42,RECOLETA,09
DENUNCIA,21/04/2021,19:24:17,MONSERRAT,19
DENUNCIA,21/04/2021,21:11:27,CABALLITO,21
DENUNCIA,21/04/2021,09:35:31,BALVANERA,09
DENUNCIA,21/04/2021,10:15:24,VILLA RIACHUELO,10
DENUNCIA,21/04/2021,20:14:18,VILLA GRAL. MITRE,20
DENUNCIA,21/04/2021,08:41:23,BARRACAS,08
DENUNCIA,21/04/2021,08:19:04,VILLA LURO,08
DENUNCIA,21/04/2021,21:41:17,PARQUE CHACABUCO,21
DENUNCIA,21/04/2021,10:34:38,RECOLETA,10
DENUNCIA,21/04/2021,10:51:02,BELGRANO,10
DENUNCIA,21/04/2021,11:28:08,PALERMO,11
DENUNCIA,22/04/2021,02:44:37,CONSTITUCION,02
DENUNCIA,22/04/2021,08:57:34,SAAVEDRA,08
DENUNCIA,22/04/2021,14:09:20,VILLA SANTA RITA,14
DENUNCIA,22/04/2021,08:43:33,PARQUE CHACABUCO,08
DENUNCIA,22/04/2021,10:43:16,PALERMO,10
DENUNCIA,22/04/2021,11:39:22,BALVANERA,11
DENUNCIA,22/04/2021,12:43:55,BELGRANO,12
DENUNCIA,22/04/2021,08:08:12,PARQUE CHACABUCO,08
DENUNCIA,22/04/2021,14:26:17,VILLA SANTA RITA,14
DENUNCIA,22/04/2021,03:02:45,RECOLETA,03
DENUNCIA,22/04/2021,06:55:07,BELGRANO,06
DENUNCIA,22/04/2021,07:40:44,VILLA SANTA RITA,07
DENUNCIA,22/04/2021,14:34:08,RECOLETA,14
DENUNCIA,22/04/2021,21:23:41,RECOLETA,21
DENUNCIA,22/04/2021,11:44:16,PALERMO,11
DENUNCIA,22/04/2021,11:58:52,PUERTO MADERO,11
DENUNCIA,22/04/2021,09:00:20,CABALLITO,09
DENUNCIA,22/04/2021,23:49:07,RECOLETA,23
DENUNCIA,22/04/2021,15:02:30,RECOLETA,15
DENUNCIA,22/04/2021,11:28:33,BELGRANO,11
DENUNCIA,22/04/2021,17:34:16,PALERMO,17
DENUNCIA,23/04/2021,23:15:39,PARQUE CHACABUCO,23
DENUNCIA,23/04/2021,20:15:05,BELGRANO,20
DENUNCIA,23/04/2021,10:40:03,RECOLETA,10
DENUNCIA,23/04/2021,19:57:38,LINIERS,19
DENUNCIA,23/04/2021,10:58:13,LINIERS,10
DENUNCIA,23/04/2021,10:53:55,CABALLITO,10
DENUNCIA,23/04/2021,16:01:21,VILLA CRESPO,16
DENUNCIA,23/04/2021,12:42:39,FLORES,12
DENUNCIA,23/04/2021,14:01:16,BELGRANO,14
DENUNCIA,23/04/2021,18:27:21,BELGRANO,18
DENUNCIA,23/04/2021,23:23:57,PARQUE CHACABUCO,23
DENUNCIA,23/04/2021,00:56:09,VILLA CRESPO,00
DENUNCIA,23/04/2021,12:15:10,PALERMO,12
DENUNCIA,24/04/2021,21:59:47,ALMAGRO,21
DENUNCIA,24/04/2021,23:21:08,BELGRANO,23
DENUNCIA,24/04/2021,10:51:54,BELGRANO,10
DENUNCIA,24/04/2021,01:40:42,BELGRANO,01
DENUNCIA,24/04/2021,10:18:07,PARQUE PATRICIOS,10
DENUNCIA,24/04/2021,15:06:13,PARQUE PATRICIOS,15
DENUNCIA,24/04/2021,14:04:28,VILLA CRESPO,14
DENUNCIA,25/04/2021,00:33:14,BALVANERA,00
DENUNCIA,25/04/2021,00:21:48,BALVANERA,00
DENUNCIA,25/04/2021,15:57:18,AGRONOMIA,15
DENUNCIA,25/04/2021,11:59:14,MONSERRAT,11
DENUNCIA,25/04/2021,11:22:01,CABALLITO,11
DENUNCIA,25/04/2021,16:09:26,VILLA SANTA RITA,16
DENUNCIA,26/04/2021,18:58:34,CABALLITO,18
DENUNCIA,26/04/2021,10:38:51,FLORESTA,10
DENUNCIA,26/04/2021,11:06:02,VILLA DEL PARQUE,11
DENUNCIA,26/04/2021,12:49:55,ALMAGRO,12
DENUNCIA,26/04/2021,19:28:17,MATADEROS,19
DENUNCIA,26/04/2021,00:49:52,BALVANERA,00
DENUNCIA,26/04/2021,12:41:56,PALERMO,12
DENUNCIA,26/04/2021,18:26:25,VILLA URQUIZA,18
DENUNCIA,26/04/2021,13:06:17,RECOLETA,13
DENUNCIA,26/04/2021,18:41:35,COGHLAN,18
DENUNCIA,26/04/2021,09:56:39,LINIERS,09
DENUNCIA,26/04/2021,14:34:30,SAAVEDRA,14
DENUNCIA,26/04/2021,17:17:34,NUÑEZ,17
DENUNCIA,26/04/2021,16:13:22,BALVANERA,16
DENUNCIA,27/04/2021,23:03:41,CONSTITUCION,23
DENUNCIA,27/04/2021,13:42:22,CABALLITO,13
DENUNCIA,27/04/2021,03:20:29,PARQUE CHACABUCO,03
DENUNCIA,27/04/2021,18:43:10,CHACARITA,18
DENUNCIA,27/04/2021,16:01:38,CABALLITO,16
DENUNCIA,27/04/2021,17:22:44,CABALLITO,17
DENUNCIA,27/04/2021,11:27:42,VILLA LURO,11
DENUNCIA,27/04/2021,15:37:22,PALERMO,15
DENUNCIA,27/04/2021,15:03:57,PALERMO,15
DENUNCIA,28/04/2021,10:21:32,CABALLITO,10
DENUNCIA,28/04/2021,11:40:48,CABALLITO,11
DENUNCIA,28/04/2021,04:09:15,VILLA SANTA RITA,04
DENUNCIA,28/04/2021,17:09:00,NUÑEZ,17
DENUNCIA,28/04/2021,19:14:10,PARQUE CHACABUCO,19
DENUNCIA,28/04/2021,09:44:42,RECOLETA,09
DENUNCIA,29/04/2021,10:52:07,CABALLITO,10
DENUNCIA,29/04/2021,00:26:55,SAN TELMO,00
DENUNCIA,29/04/2021,13:29:09,COLEGIALES,13
DENUNCIA,29/04/2021,13:59:42,MONSERRAT,13
DENUNCIA,30/04/2021,09:22:38,PALERMO,09
DENUNCIA,30/04/2021,04:28:36,PALERMO,04
DENUNCIA,30/04/2021,13:14:57,CABALLITO,13
DENUNCIA,30/04/2021,19:08:42,NUÑEZ,19
DENUNCIA,30/04/2021,15:32:47,BALVANERA,15
DENUNCIA,01/05/2021,09:44:00,RECOLETA,09
DENUNCIA,01/05/2021,11:15:47,CABALLITO,11
DENUNCIA,02/05/2021,16:01:35,CABALLITO,16
DENUNCIA,02/05/2021,22:12:36,CABALLITO,22
DENUNCIA,03/05/2021,12:29:16,MATADEROS,12
DENUNCIA,03/05/2021,13:23:56,PALERMO,13
DENUNCIA,03/05/2021,13:59:54,VILLA LURO,13
DENUNCIA,03/05/2021,17:24:08,NUEVA POMPEYA,17
DENUNCIA,04/05/2021,13:40:32,LINIERS,13
DENUNCIA,04/05/2021,15:20:50,FLORES,15
DENUNCIA,04/05/2021,17:50:20,BALVANERA,17
DENUNCIA,05/05/2021,07:54:13,PARQUE CHACABUCO,07
DENUNCIA,06/05/2021,08:22:02,PALERMO,08
DENUNCIA,06/05/2021,11:14:53,MONSERRAT,11
DENUNCIA,06/05/2021,11:21:23,BELGRANO,11
DENUNCIA,06/05/2021,14:07:53,VILLA DEL PARQUE,14
DENUNCIA,06/05/2021,14:20:24,VILLA ORTUZAR,14
DENUNCIA,06/05/2021,16:17:40,CABALLITO,16
DENUNCIA,06/05/2021,19:26:09,NUÑEZ,19
DENUNCIA,06/05/2021,21:11:31,NUÑEZ,21
DENUNCIA,06/05/2021,21:21:40,SAN CRISTOBAL,21
DENUNCIA,06/05/2021,21:30:52,COLEGIALES,21
DENUNCIA,06/05/2021,23:33:57,VILLA ORTUZAR,23
DENUNCIA,07/05/2021,05:11:17,VILLA URQUIZA,05
DENUNCIA,07/05/2021,08:51:28,PALERMO,08
DENUNCIA,07/05/2021,09:07:21,PALERMO,09
DENUNCIA,07/05/2021,09:29:53,VILLA DEL PARQUE,09
DENUNCIA,07/05/2021,10:39:50,RECOLETA,10
DENUNCIA,07/05/2021,10:56:24,VILLA SANTA RITA,10
DENUNCIA,07/05/2021,11:24:05,VILLA SANTA RITA,11
DENUNCIA,07/05/2021,12:21:16,LINIERS,12
DENUNCIA,07/05/2021,13:35:07,CABALLITO,13
DENUNCIA,07/05/2021,13:36:32,BALVANERA,13
DENUNCIA,07/05/2021,13:49:47,SAAVEDRA,13
DENUNCIA,07/05/2021,14:56:30,PALERMO,14
DENUNCIA,07/05/2021,15:41:27,VILLA SANTA RITA,15
DENUNCIA,07/05/2021,15:46:15,ALMAGRO,15
DENUNCIA,07/05/2021,16:04:43,FLORES,16
DENUNCIA,07/05/2021,16:30:05,PARQUE PATRICIOS,16
DENUNCIA,07/05/2021,18:48:51,BALVANERA,18
DENUNCIA,07/05/2021,20:44:01,CABALLITO,20
DENUNCIA,07/05/2021,22:41:29,VILLA URQUIZA,22
DENUNCIA,08/05/2021,08:19:37,CABALLITO,08
DENUNCIA,08/05/2021,11:23:23,VILLA CRESPO,11
DENUNCIA,08/05/2021,12:54:34,CABALLITO,12
DENUNCIA,08/05/2021,15:29:25,VELEZ SARSFIELD,15
DENUNCIA,08/05/2021,16:39:18,VILLA DEL PARQUE,16
DENUNCIA,08/05/2021,16:43:02,VILLA DEL PARQUE,16
DENUNCIA,08/05/2021,22:39:11,BELGRANO,22
DENUNCIA,09/05/2021,11:54:57,RECOLETA,11
DENUNCIA,09/05/2021,14:12:41,PALERMO,14
DENUNCIA,09/05/2021,17:43:27,PALERMO,17
DENUNCIA,09/05/2021,17:50:01,PALERMO,17
DENUNCIA,09/05/2021,21:32:32,PALERMO,21
DENUNCIA,09/05/2021,23:25:52,NUÑEZ,23
DENUNCIA,10/05/2021,09:40:46,FLORESTA,09
DENUNCIA,10/05/2021,10:32:11,PALERMO,10
DENUNCIA,10/05/2021,11:32:29,CABALLITO,11
DENUNCIA,10/05/2021,11:38:40,PALERMO,11
DENUNCIA,10/05/2021,13:08:46,PALERMO,13
DENUNCIA,10/05/2021,13:46:06,PALERMO,13
DENUNCIA,10/05/2021,14:30:49,PUERTO MADERO,14
DENUNCIA,10/05/2021,14:31:28,VILLA CRESPO,14
DENUNCIA,10/05/2021,14:34:42,PALERMO,14
DENUNCIA,10/05/2021,14:34:53,COLEGIALES,14
DENUNCIA,10/05/2021,17:01:25,CABALLITO,17
DENUNCIA,10/05/2021,17:27:32,VILLA DEVOTO,17
DENUNCIA,10/05/2021,17:32:47,VILLA DEVOTO,17
DENUNCIA,10/05/2021,18:14:16,VILLA URQUIZA,18
DENUNCIA,10/05/2021,19:13:04,VILLA CRESPO,19
DENUNCIA,10/05/2021,20:36:16,NUÑEZ,20
DENUNCIA,10/05/2021,20:52:35,SAAVEDRA,20
DENUNCIA,10/05/2021,21:55:26,RECOLETA,21
DENUNCIA,11/05/2021,00:11:47,PALERMO,00
DENUNCIA,11/05/2021,00:40:40,SAN CRISTOBAL,00
DENUNCIA,11/05/2021,00:46:57,PALERMO,00
DENUNCIA,11/05/2021,08:40:29,SAAVEDRA,08
DENUNCIA,11/05/2021,08:54:05,SAN CRISTOBAL,08
DENUNCIA,11/05/2021,09:20:45,BARRACAS,09
DENUNCIA,11/05/2021,10:35:19,RECOLETA,10
DENUNCIA,11/05/2021,11:33:24,BARRACAS,11
DENUNCIA,11/05/2021,11:36:42,VILLA URQUIZA,11
DENUNCIA,11/05/2021,12:13:51,PARQUE PATRICIOS,12
DENUNCIA,11/05/2021,12:19:02,BELGRANO,12
DENUNCIA,11/05/2021,12:46:51,COLEGIALES,12
DENUNCIA,11/05/2021,14:43:52,BELGRANO,14
DENUNCIA,11/05/2021,16:07:30,NUÑEZ,16
DENUNCIA,11/05/2021,20:37:26,SAN CRISTOBAL,20
DENUNCIA,11/05/2021,22:54:42,VILLA URQUIZA,22
DENUNCIA,11/05/2021,23:16:33,VILLA LUGANO,23
DENUNCIA,12/05/2021,00:00:10,BELGRANO,00
DENUNCIA,12/05/2021,09:52:46,CHACARITA,09
DENUNCIA,12/05/2021,10:21:22,CABALLITO,10
DENUNCIA,12/05/2021,10:33:25,CABALLITO,10
DENUNCIA,12/05/2021,12:26:04,VILLA SANTA RITA,12
DENUNCIA,12/05/2021,12:55:05,VILLA SANTA RITA,12
DENUNCIA,12/05/2021,12:57:33,VILLA URQUIZA,12
DENUNCIA,12/05/2021,16:19:59,BELGRANO,16
DENUNCIA,12/05/2021,16:50:57,BALVANERA,16
DENUNCIA,12/05/2021,17:48:42,PALERMO,17
DENUNCIA,12/05/2021,17:56:23,PALERMO,17
DENUNCIA,12/05/2021,19:09:50,BALVANERA,19
DENUNCIA,13/05/2021,00:15:36,CONSTITUCION,00
DENUNCIA,13/05/2021,13:19:19,VELEZ SARSFIELD,13
DENUNCIA,13/05/2021,13:37:53,CABALLITO,13
DENUNCIA,13/05/2021,15:06:51,PARQUE PATRICIOS,15
DENUNCIA,13/05/2021,16:20:21,PALERMO,16
DENUNCIA,13/05/2021,16:47:16,SAAVEDRA,16
DENUNCIA,13/05/2021,16:48:55,BARRACAS,16
DENUNCIA,13/05/2021,16:52:51,BARRACAS,16
DENUNCIA,13/05/2021,17:28:35,CABALLITO,17
DENUNCIA,13/05/2021,18:33:37,SAAVEDRA,18
DENUNCIA,13/05/2021,21:36:27,VILLA CRESPO,21
DENUNCIA,14/05/2021,08:56:07,COLEGIALES,08
DENUNCIA,14/05/2021,10:23:20,COLEGIALES,10
DENUNCIA,14/05/2021,10:24:15,COLEGIALES,10
DENUNCIA,14/05/2021,11:23:17,CABALLITO,11
DENUNCIA,14/05/2021,11:35:34,CABALLITO,11
DENUNCIA,14/05/2021,13:29:11,PALERMO,13
DENUNCIA,14/05/2021,14:47:25,BALVANERA,14
DENUNCIA,14/05/2021,15:13:30,CONSTITUCION,15
DENUNCIA,14/05/2021,15:55:10,ALMAGRO,15
DENUNCIA,14/05/2021,16:56:45,VILLA RIACHUELO,16
DENUNCIA,14/05/2021,21:28:39,VILLA URQUIZA,21
DENUNCIA,14/05/2021,21:55:55,PARQUE PATRICIOS,21
DENUNCIA,15/05/2021,10:37:29,CABALLITO,10
DENUNCIA,15/05/2021,12:23:13,ALMAGRO,12
DENUNCIA,15/05/2021,14:07:59,VILLA CRESPO,14
DENUNCIA,15/05/2021,15:24:53,VILLA RIACHUELO,15
DENUNCIA,15/05/2021,16:08:34,PARQUE CHACABUCO,16
DENUNCIA,15/05/2021,17:55:16,BELGRANO,17
DENUNCIA,16/05/2021,03:59:31,RECOLETA,03
DENUNCIA,16/05/2021,09:34:30,PALERMO,09
DENUNCIA,16/05/2021,09:42:44,VILLA RIACHUELO,09
DENUNCIA,16/05/2021,10:02:45,COLEGIALES,10
DENUNCIA,16/05/2021,10:59:34,BARRACAS,10
DENUNCIA,16/05/2021,17:03:53,CABALLITO,17
DENUNCIA,16/05/2021,17:43:28,ALMAGRO,17
DENUNCIA,16/05/2021,19:26:34,SAAVEDRA,19
DENUNCIA,17/05/2021,08:45:28,CABALLITO,08
DENUNCIA,17/05/2021,09:13:22,PALERMO,09
DENUNCIA,17/05/2021,09:22:26,VILLA SANTA RITA,09
DENUNCIA,17/05/2021,12:07:18,SAAVEDRA,12
DENUNCIA,17/05/2021,12:20:09,SAAVEDRA,12
DENUNCIA,17/05/2021,12:58:40,CABALLITO,12
DENUNCIA,17/05/2021,13:17:13,PALERMO,13
DENUNCIA,17/05/2021,14:40:17,VILLA CRESPO,14
DENUNCIA,17/05/2021,15:25:29,SAAVEDRA,15
DENUNCIA,17/05/2021,19:47:33,PALERMO,19
DENUNCIA,17/05/2021,20:08:36,NUÑEZ,20
DENUNCIA,18/05/2021,08:33:13,VILLA URQUIZA,08
DENUNCIA,18/05/2021,10:14:48,VILLA LURO,10
DENUNCIA,18/05/2021,10:31:13,CABALLITO,10
DENUNCIA,18/05/2021,15:25:21,CABALLITO,15
DENUNCIA,18/05/2021,16:21:23,RECOLETA,16
DENUNCIA,18/05/2021,16:48:15,BALVANERA,16
DENUNCIA,19/05/2021,08:13:18,FLORESTA,08
DENUNCIA,19/05/2021,08:51:43,BELGRANO,08
DENUNCIA,19/05/2021,09:38:52,PALERMO,09
DENUNCIA,19/05/2021,11:25:59,BELGRANO,11
DENUNCIA,19/05/2021,11:27:11,CABALLITO,11
DENUNCIA,19/05/2021,11:50:49,PARQUE CHACABUCO,11
DENUNCIA,19/05/2021,12:30:03,VILLA URQUIZA,12
DENUNCIA,19/05/2021,13:31:39,FLORES,13
DENUNCIA,19/05/2021,13:34:42,RECOLETA,13
DENUNCIA,19/05/2021,13:52:40,VELEZ SARSFIELD,13
DENUNCIA,19/05/2021,14:28:54,PARQUE CHACABUCO,14
DENUNCIA,19/05/2021,15:50:21,VILLA CRESPO,15
DENUNCIA,19/05/2021,15:58:47,CABALLITO,15
DENUNCIA,19/05/2021,16:37:45,COLEGIALES,16
DENUNCIA,19/05/2021,16:46:53,VILLA LURO,16
DENUNCIA,19/05/2021,17:12:31,VILLA URQUIZA,17
DENUNCIA,19/05/2021,17:31:37,VILLA LUGANO,17
DENUNCIA,19/05/2021,22:12:42,CABALLITO,22
DENUNCIA,20/05/2021,09:50:58,RECOLETA,09
DENUNCIA,20/05/2021,10:41:24,LINIERS,10
DENUNCIA,20/05/2021,10:47:31,FLORESTA,10
DENUNCIA,20/05/2021,12:47:14,BARRACAS,12
DENUNCIA,20/05/2021,13:12:56,CABALLITO,13
DENUNCIA,20/05/2021,13:38:22,CABALLITO,13
DENUNCIA,20/05/2021,14:13:11,RECOLETA,14
DENUNCIA,20/05/2021,15:06:02,CABALLITO,15
DENUNCIA,20/05/2021,16:10:39,MATADEROS,16
DENUNCIA,20/05/2021,18:08:25,RETIRO,18
DENUNCIA,20/05/2021,20:32:23,SAN NICOLAS,20
DENUNCIA,21/05/2021,00:36:20,MATADEROS,00
DENUNCIA,21/05/2021,01:17:04,SAAVEDRA,01
DENUNCIA,21/05/2021,11:26:54,BALVANERA,11
DENUNCIA,21/05/2021,15:26:51,CABALLITO,15
DENUNCIA,22/05/2021,00:05:47,CABALLITO,00
DENUNCIA,22/05/2021,13:48:35,CABALLITO,13
DENUNCIA,23/05/2021,10:58:05,PALERMO,10
DENUNCIA,23/05/2021,12:51:59,NUEVA POMPEYA,12
DENUNCIA,24/05/2021,12:17:04,SAN NICOLAS,12
DENUNCIA,24/05/2021,15:14:19,MATADEROS,15
DENUNCIA,25/05/2021,09:37:54,PALERMO,09
DENUNCIA,25/05/2021,11:13:44,CABALLITO,11
DENUNCIA,25/05/2021,13:19:45,VILLA CRESPO,13
DENUNCIA,25/05/2021,17:10:13,PALERMO,17
DENUNCIA,25/05/2021,22:28:48,SAAVEDRA,22
DENUNCIA,26/05/2021,07:11:08,MONTE CASTRO,07
DENUNCIA,26/05/2021,10:26:01,CONSTITUCION,10
DENUNCIA,26/05/2021,10:28:16,LINIERS,10
DENUNCIA,26/05/2021,11:13:58,CABALLITO,11
DENUNCIA,26/05/2021,11:21:45,CABALLITO,11
DENUNCIA,26/05/2021,11:48:46,PALERMO,11
DENUNCIA,26/05/2021,12:00:11,VELEZ SARSFIELD,12
DENUNCIA,26/05/2021,12:20:00,SAN NICOLAS,12
DENUNCIA,26/05/2021,16:15:28,CABALLITO,16
DENUNCIA,26/05/2021,17:02:31,PALERMO,17
DENUNCIA,26/05/2021,19:22:40,VILLA CRESPO,19
DENUNCIA,26/05/2021,23:04:36,CABALLITO,23
DENUNCIA,27/05/2021,11:58:17,SAN NICOLAS,11
DENUNCIA,27/05/2021,13:57:50,BELGRANO,13
DENUNCIA,27/05/2021,14:48:06,ALMAGRO,14
DENUNCIA,27/05/2021,14:55:42,CABALLITO,14
DENUNCIA,27/05/2021,15:20:40,VILLA DEL PARQUE,15
DENUNCIA,27/05/2021,17:41:51,NUÑEZ,17
DENUNCIA,27/05/2021,20:01:57,ALMAGRO,20
DENUNCIA,27/05/2021,20:28:01,BELGRANO,20
DENUNCIA,27/05/2021,21:00:45,BALVANERA,21
DENUNCIA,27/05/2021,21:27:36,BALVANERA,21
DENUNCIA,28/05/2021,12:25:40,PALERMO,12
DENUNCIA,28/05/2021,13:25:09,PALERMO,13
DENUNCIA,28/05/2021,13:48:53,CABALLITO,13
DENUNCIA,28/05/2021,18:04:21,CABALLITO,18
DENUNCIA,28/05/2021,18:40:02,VILLA URQUIZA,18
DENUNCIA,28/05/2021,21:24:57,VILLA DEL PARQUE,21
DENUNCIA,29/05/2021,00:59:29,PARQUE CHACABUCO,00
DENUNCIA,29/05/2021,09:10:13,BARRACAS,09
DENUNCIA,29/05/2021,09:38:39,BARRACAS,09
DENUNCIA,29/05/2021,12:12:21,PALERMO,12
DENUNCIA,29/05/2021,15:12:31,PALERMO,15
DENUNCIA,30/05/2021,00:57:09,PALERMO,00
DENUNCIA,30/05/2021,01:01:56,PALERMO,01
DENUNCIA,30/05/2021,12:28:08,CABALLITO,12
DENUNCIA,30/05/2021,13:00:09,SAN NICOLAS,13
