tipo_prestacion,fecha_ingreso,hora_ingreso,domicilio_barrio,mes,hora
Denuncia,05/11/2021,11:16:27,RECOLETA,11,11
Denuncia,05/11/2021,20:49:06,PALERMO,11,20
Denuncia,05/11/2021,14:46:43,PALERMO,11,14
Denuncia,05/11/2021,08:36:35,CHACARITA,11,08
Denuncia,05/11/2021,23:07:23,VILLA DEVOTO,11,23
Denuncia,05/11/2021,22:37:12,VILLA CRESPO,11,22
Denuncia,05/11/2021,21:58:00,PARQUE CHACABUCO,11,21
Denuncia,05/11/2021,21:02:32,MATADEROS,11,21
Denuncia,05/11/2021,20:33:32,VILLA CRESPO,11,20
Denuncia,06/11/2021,08:37:03,VILLA URQUIZA,11,08
Denuncia,06/11/2021,13:34:57,ALMAGRO,11,13
Denuncia,06/11/2021,15:58:16,CABALLITO,11,15
Denuncia,06/11/2021,20:05:06,CHACARITA,11,20
Denuncia,06/11/2021,16:35:33,CHACARITA,11,16
Denuncia,06/11/2021,23:47:17,PALERMO,11,23
Denuncia,06/11/2021,18:35:54,PARQUE CHACABUCO,11,18
Denuncia,06/11/2021,02:18:18,PUERTO MADERO,11,02
Denuncia,06/11/2021,08:13:09,CHACARITA,11,08
Denuncia,06/11/2021,11:10:16,FLORES,11,11
Denuncia,06/11/2021,09:33:15,RECOLETA,11,09
Denuncia,06/11/2021,21:12:07,FLORES,11,21
Denuncia,06/11/2021,13:22:31,CHACARITA,11,13
Denuncia,06/11/2021,22:10:12,CABALLITO,11,22
Denuncia,06/11/2021,00:36:45,NUÑEZ,11,00
Denuncia,06/11/2021,09:25:58,COLEGIALES,11,09
Denuncia,06/11/2021,10:44:53,RECOLETA,11,10
Denuncia,06/11/2021,16:08:47,CHACARITA,11,16
Denuncia,07/11/2021,18:54:10,SAN TELMO,11,18
Denuncia,07/11/2021,02:02:00,PARQUE PATRICIOS,11,02
Denuncia,07/11/2021,00:13:35,PATERNAL,11,00
Denuncia,07/11/2021,01:47:32,PALERMO,11,01
Denuncia,07/11/2021,00:31:49,PATERNAL,11,00
Denuncia,07/11/2021,01:38:17,PALERMO,11,01
Denuncia,07/11/2021,02:18:59,PALERMO,11,02
Denuncia,07/11/2021,10:09:48,FLORES,11,10
Denuncia,07/11/2021,18:03:42,VILLA CRESPO,11,18
Denuncia,07/11/2021,18:58:03,SAN TELMO,11,18
Denuncia,07/11/2021,01:56:01,PALERMO,11,01
Denuncia,08/11/2021,00:06:56,CHACARITA,11,00
Denuncia,08/11/2021,13:54:01,CHACARITA,11,13
Denuncia,08/11/2021,08:06:50,CHACARITA,11,08
Denuncia,08/11/2021,12:52:36,BALVANERA,11,12
Denuncia,08/11/2021,10:12:26,RECOLETA,11,10
Denuncia,08/11/2021,17:27:01,VILLA URQUIZA,11,17
Denuncia,08/11/2021,14:52:05,RECOLETA,11,14
Denuncia,08/11/2021,23:47:04,BALVANERA,11,23
Denuncia,08/11/2021,12:34:27,ALMAGRO,11,12
Denuncia,08/11/2021,11:28:30,BALVANERA,11,11
Denuncia,08/11/2021,16:19:36,PALERMO,11,16
Denuncia,08/11/2021,23:14:26,ALMAGRO,11,23
Denuncia,08/11/2021,18:24:28,SAN NICOLAS,11,18
Denuncia,08/11/2021,18:56:03,RECOLETA,11,18
Denuncia,08/11/2021,16:06:26,VILLA GRAL. MITRE,11,16
Denuncia,09/11/2021,16:26:36,NUÑEZ,11,16
Denuncia,09/11/2021,09:54:19,RECOLETA,11,09
Denuncia,09/11/2021,10:33:57,PALERMO,11,10
Denuncia,09/11/2021,11:31:24,PALERMO,11,11
Denuncia,09/11/2021,23:07:14,RECOLETA,11,23
Denuncia,09/11/2021,07:01:26,PALERMO,11,07
Denuncia,09/11/2021,08:06:45,CHACARITA,11,08
Denuncia,09/11/2021,15:49:58,CHACARITA,11,15
Denuncia,09/11/2021,15:46:39,SAN CRISTOBAL,11,15
Denuncia,09/11/2021,13:11:01,CONSTITUCION,11,13
Denuncia,09/11/2021,14:43:09,BOCA,11,14
Denuncia,09/11/2021,21:23:56,VILLA CRESPO,11,21
Denuncia,10/11/2021,15:04:38,PALERMO,11,15
Denuncia,10/11/2021,14:52:47,SAN NICOLAS,11,14
Denuncia,10/11/2021,20:28:40,VILLA CRESPO,11,20
Denuncia,10/11/2021,16:33:03,FLORESTA,11,16
Denuncia,10/11/2021,16:29:51,ALMAGRO,11,16
Denuncia,10/11/2021,22:42:28,RETIRO,11,22
Denuncia,10/11/2021,11:02:58,PALERMO,11,11
Denuncia,10/11/2021,20:04:46,RECOLETA,11,20
Denuncia,10/11/2021,22:41:30,PALERMO,11,22
Denuncia,10/11/2021,21:20:27,CABALLITO,11,21
Denuncia,10/11/2021,22:09:32,VILLA URQUIZA,11,22
Denuncia,10/11/2021,11:12:47,PALERMO,11,11
Denuncia,11/11/2021,14:37:05,VILLA SANTA RITA,11,14
Denuncia,11/11/2021,00:52:38,COGHLAN,11,00
Denuncia,11/11/2021,23:28:54,PALERMO,11,23
Denuncia,11/11/2021,10:51:39,PALERMO,11,10
Denuncia,11/11/2021,14:12:20,PALERMO,11,14
Denuncia,11/11/2021,08:35:59,PATERNAL,11,08
Denuncia,11/11/2021,11:20:11,SAAVEDRA,11,11
Denuncia,11/11/2021,07:34:56,PALERMO,11,07
Denuncia,11/11/2021,21:09:58,BELGRANO,11,21
Denuncia,11/11/2021,16:34:32,PATERNAL,11,16
Denuncia,11/11/2021,11:00:23,RECOLETA,11,11
Denuncia,11/11/2021,16:37:07,ALMAGRO,11,16
Denuncia,12/11/2021,21:02:30,VILLA URQUIZA,11,21
Denuncia,12/11/2021,21:17:25,LINIERS,11,21
Denuncia,12/11/2021,12:06:00,VILLA SOLDATI,11,12
Denuncia,12/11/2021,20:37:29,PALERMO,11,20
Denuncia,12/11/2021,13:50:16,RECOLETA,11,13
Denuncia,12/11/2021,14:29:18,SAN NICOLAS,11,14
Denuncia,12/11/2021,06:03:52,PALERMO,11,06
Denuncia,12/11/2021,00:14:08,VILLA URQUIZA,11,00
Denuncia,12/11/2021,20:55:17,PALERMO,11,20
Denuncia,12/11/2021,18:15:35,PALERMO,11,18
Denuncia,12/11/2021,11:57:42,VILLA LURO,11,11
Denuncia,12/11/2021,15:07:27,RECOLETA,11,15
Denuncia,12/11/2021,08:37:39,NUÑEZ,11,08
Denuncia,12/11/2021,16:32:32,MONSERRAT,11,16
Denuncia,13/11/2021,09:01:11,RECOLETA,11,09
Denuncia,13/11/2021,02:53:54,RECOLETA,11,02
Denuncia,13/11/2021,00:24:26,MATADEROS,11,00
Denuncia,13/11/2021,09:34:47,VILLA CRESPO,11,09
Denuncia,13/11/2021,02:07:15,PALERMO,11,02
Denuncia,13/11/2021,12:30:41,COLEGIALES,11,12
Denuncia,13/11/2021,18:48:28,AGRONOMIA,11,18
Denuncia,13/11/2021,20:52:55,BALVANERA,11,20
Denuncia,13/11/2021,14:16:25,PALERMO,11,14
Denuncia,13/11/2021,19:11:37,PALERMO,11,19
Denuncia,13/11/2021,18:54:09,PALERMO,11,18
Denuncia,13/11/2021,17:19:01,RECOLETA,11,17
Denuncia,13/11/2021,01:01:25,VILLA CRESPO,11,01
Denuncia,13/11/2021,20:29:38,SAAVEDRA,11,20
Denuncia,13/11/2021,00:31:58,PARQUE CHACABUCO,11,00
Denuncia,13/11/2021,20:13:34,NUÑEZ,11,20
Denuncia,13/11/2021,20:18:33,PALERMO,11,20
Denuncia,13/11/2021,19:09:49,PUERTO MADERO,11,19
Denuncia,13/11/2021,01:01:16,PALERMO,11,01
Denuncia,14/11/2021,14:39:15,FLORESTA,11,14
Denuncia,14/11/2021,18:55:17,PARQUE PATRICIOS,11,18
Denuncia,14/11/2021,13:28:53,PALERMO,11,13
Denuncia,15/11/2021,00:48:33,VILLA REAL,11,00
Denuncia,15/11/2021,15:34:19,BELGRANO,11,15
Denuncia,15/11/2021,01:22:31,VILLA CRESPO,11,01
Denuncia,15/11/2021,13:58:49,CABALLITO,11,13
Denuncia,15/11/2021,22:10:17,RECOLETA,11,22
Denuncia,15/11/2021,15:01:34,VILLA PUEYRREDON,11,15
Denuncia,15/11/2021,12:16:44,VILLA LURO,11,12
Denuncia,15/11/2021,17:52:56,RECOLETA,11,17
Denuncia,15/11/2021,19:43:18,CABALLITO,11,19
Denuncia,15/11/2021,12:27:49,ALMAGRO,11,12
Denuncia,15/11/2021,22:18:43,VILLA DEVOTO,11,22
Denuncia,15/11/2021,19:25:01,PALERMO,11,19
Denuncia,16/11/2021,12:36:27,PALERMO,11,12
Denuncia,16/11/2021,21:05:16,SAN TELMO,11,21
Denuncia,16/11/2021,10:50:52,VILLA PUEYRREDON,11,10
Denuncia,16/11/2021,13:44:32,CABALLITO,11,13
Denuncia,16/11/2021,23:57:45,VILLA URQUIZA,11,23
Denuncia,16/11/2021,11:43:08,PALERMO,11,11
Denuncia,16/11/2021,01:11:53,BALVANERA,11,01
Denuncia,16/11/2021,15:01:11,BOEDO,11,15
Denuncia,16/11/2021,15:08:02,FLORES,11,15
Denuncia,16/11/2021,20:41:51,ALMAGRO,11,20
Denuncia,16/11/2021,23:27:12,MONSERRAT,11,23
Denuncia,16/11/2021,19:16:27,BOEDO,11,19
Denuncia,16/11/2021,16:48:39,PALERMO,11,16
Denuncia,16/11/2021,13:45:09,PALERMO,11,13
Denuncia,17/11/2021,08:24:26,PATERNAL,11,08
Denuncia,17/11/2021,00:01:13,VILLA URQUIZA,11,00
Denuncia,17/11/2021,01:30:36,PALERMO,11,01
Denuncia,17/11/2021,10:30:37,PALERMO,11,10
Denuncia,17/11/2021,12:14:17,VELEZ SARSFIELD,11,12
Denuncia,17/11/2021,01:05:51,CABALLITO,11,01
Denuncia,17/11/2021,12:11:55,VILLA CRESPO,11,12
Denuncia,17/11/2021,20:49:56,PALERMO,11,20
Denuncia,17/11/2021,15:55:10,RECOLETA,11,15
Denuncia,17/11/2021,19:51:20,BELGRANO,11,19
Denuncia,17/11/2021,18:55:28,BARRACAS,11,18
Denuncia,17/11/2021,21:51:20,ALMAGRO,11,21
Denuncia,17/11/2021,14:52:33,CHACARITA,11,14
Denuncia,17/11/2021,21:27:51,PALERMO,11,21
Denuncia,17/11/2021,22:12:16,PALERMO,11,22
Denuncia,17/11/2021,17:36:22,LINIERS,11,17
Denuncia,18/11/2021,10:51:31,RECOLETA,11,10
Denuncia,18/11/2021,13:21:34,VILLA URQUIZA,11,13
Denuncia,18/11/2021,14:54:33,BELGRANO,11,14
Denuncia,18/11/2021,15:04:50,PALERMO,11,15
Denuncia,18/11/2021,18:37:20,CABALLITO,11,18
Denuncia,18/11/2021,10:08:42,BARRACAS,11,10
Denuncia,18/11/2021,15:34:26,PALERMO,11,15
Denuncia,18/11/2021,10:11:50,SAN TELMO,11,10
Denuncia,18/11/2021,13:50:55,VILLA ORTUZAR,11,13
Denuncia,18/11/2021,19:30:41,VILLA GRAL. MITRE,11,19
Denuncia,18/11/2021,23:23:03,PALERMO,11,23
Denuncia,18/11/2021,23:05:18,PALERMO,11,23
Denuncia,18/11/2021,18:06:10,FLORES,11,18
Denuncia,19/11/2021,07:54:40,CABALLITO,11,07
Denuncia,19/11/2021,07:54:17,BARRACAS,11,07
Denuncia,19/11/2021,08:48:21,SAN NICOLAS,11,08
Denuncia,19/11/2021,01:52:56,CABALLITO,11,01
Denuncia,19/11/2021,15:55:09,CABALLITO,11,15
Denuncia,19/11/2021,16:17:26,COLEGIALES,11,16
Denuncia,19/11/2021,17:10:18,PALERMO,11,17
Denuncia,19/11/2021,22:04:11,LINIERS,11,22
Denuncia,19/11/2021,17:21:13,BELGRANO,11,17
Denuncia,19/11/2021,20:34:11,VILLA ORTUZAR,11,20
Denuncia,20/11/2021,14:16:32,RECOLETA,11,14
Denuncia,20/11/2021,00:01:59,RECOLETA,11,00
Denuncia,20/11/2021,22:32:26,BELGRANO,11,22
Denuncia,20/11/2021,01:22:29,PUERTO MADERO,11,01
Denuncia,20/11/2021,20:08:21,PALERMO,11,20
Denuncia,20/11/2021,10:24:16,VILLA URQUIZA,11,10
Denuncia,20/11/2021,12:00:05,VILLA LURO,11,12
Denuncia,20/11/2021,19:11:45,VILLA URQUIZA,11,19
Denuncia,20/11/2021,16:34:32,FLORES,11,16
Denuncia,21/11/2021,03:48:38,PARQUE CHACABUCO,11,03
Denuncia,21/11/2021,23:24:10,FLORES,11,23
Denuncia,21/11/2021,21:29:49,PALERMO,11,21
Denuncia,21/11/2021,16:42:39,PALERMO,11,16
Denuncia,21/11/2021,04:25:32,MONSERRAT,11,04
Denuncia,21/11/2021,23:19:44,VILLA SANTA RITA,11,23
Denuncia,21/11/2021,23:08:43,PALERMO,11,23
Denuncia,21/11/2021,01:16:29,PALERMO,11,01
Denuncia,22/11/2021,22:03:13,PALERMO,11,22
Denuncia,22/11/2021,11:09:31,COLEGIALES,11,11
Denuncia,22/11/2021,20:18:28,RECOLETA,11,20
Denuncia,22/11/2021,08:49:13,CABALLITO,11,08
Denuncia,22/11/2021,18:00:27,PALERMO,11,18
Denuncia,22/11/2021,17:29:52,FLORES,11,17
Denuncia,22/11/2021,09:17:52,RECOLETA,11,09
Denuncia,22/11/2021,10:25:30,BOEDO,11,10
Denuncia,22/11/2021,12:57:50,ALMAGRO,11,12
Denuncia,22/11/2021,13:07:05,ALMAGRO,11,13
Denuncia,23/11/2021,23:58:46,PALERMO,11,23
Denuncia,23/11/2021,17:46:51,BOCA,11,17
Denuncia,23/11/2021,13:44:26,ALMAGRO,11,13
Denuncia,23/11/2021,11:26:28,PALERMO,11,11
Denuncia,23/11/2021,20:56:30,RECOLETA,11,20
Denuncia,23/11/2021,13:09:26,PALERMO,11,13
Denuncia,24/11/2021,01:11:01,COGHLAN,11,01
Denuncia,24/11/2021,15:56:51,PARQUE CHACABUCO,11,15
Denuncia,24/11/2021,16:53:44,BOEDO,11,16
Denuncia,24/11/2021,00:34:36,VILLA CRESPO,11,00
Denuncia,24/11/2021,16:52:15,ALMAGRO,11,16
Denuncia,24/11/2021,00:16:28,RECOLETA,11,00
Denuncia,24/11/2021,18:06:34,CABALLITO,11,18
Denuncia,24/11/2021,11:09:14,ALMAGRO,11,11
Denuncia,24/11/2021,11:48:25,MATADEROS,11,11
Denuncia,24/11/2021,10:38:11,MATADEROS,11,10
Denuncia,24/11/2021,15:38:37,PALERMO,11,15
Denuncia,24/11/2021,11:54:59,RECOLETA,11,11
Denuncia,24/11/2021,19:56:13,FLORES,11,19
Denuncia,25/11/2021,16:53:05,NUÑEZ,11,16
Denuncia,25/11/2021,17:27:32,NUÑEZ,11,17
Denuncia,25/11/2021,14:23:24,VILLA LUGANO,11,14
Denuncia,25/11/2021,19:00:05,NUEVA POMPEYA,11,19
Denuncia,25/11/2021,13:42:49,PALERMO,11,13
Denuncia,25/11/2021,22:22:58,PALERMO,11,22
Denuncia,25/11/2021,16:07:21,ALMAGRO,11,16
Denuncia,25/11/2021,15:19:25,BELGRANO,11,15
Denuncia,25/11/2021,17:44:02,CABALLITO,11,17
Denuncia,25/11/2021,18:10:36,VILLA GRAL. MITRE,11,18
Denuncia,25/11/2021,18:45:08,RECOLETA,11,18
Denuncia,25/11/2021,21:49:03,PALERMO,11,21
Denuncia,26/11/2021,06:49:28,NUEVA POMPEYA,11,06
Denuncia,26/11/2021,13:12:00,ALMAGRO,11,13
Denuncia,26/11/2021,11:25:39,PALERMO,11,11
Denuncia,26/11/2021,11:23:48,VILLA URQUIZA,11,11
Denuncia,26/11/2021,00:06:31,RECOLETA,11,00
Denuncia,26/11/2021,10:19:37,ALMAGRO,11,10
Denuncia,26/11/2021,07:16:33,BELGRANO,11,07
Denuncia,26/11/2021,19:27:18,VILLA CRESPO,11,19
Denuncia,26/11/2021,00:24:38,BELGRANO,11,00
Denuncia,26/11/2021,19:27:03,NUÑEZ,11,19
Denuncia,26/11/2021,22:57:02,NUÑEZ,11,22
Denuncia,26/11/2021,23:56:22,PALERMO,11,23
Denuncia,26/11/2021,19:10:45,CABALLITO,11,19
Denuncia,26/11/2021,20:24:28,CONSTITUCION,11,20
Denuncia,26/11/2021,23:53:35,RETIRO,11,23
Denuncia,26/11/2021,20:12:51,BELGRANO,11,20
Denuncia,27/11/2021,21:04:55,PALERMO,11,21
Denuncia,27/11/2021,08:24:58,PALERMO,11,08
Denuncia,27/11/2021,01:16:38,PALERMO,11,01
Denuncia,27/11/2021,21:20:48,NUÑEZ,11,21
Denuncia,27/11/2021,18:29:38,VILLA SANTA RITA,11,18
Denuncia,27/11/2021,08:09:12,COGHLAN,11,08
Denuncia,28/11/2021,17:41:03,RETIRO,11,17
Denuncia,28/11/2021,13:30:20,PALERMO,11,13
Denuncia,28/11/2021,03:51:29,MATADEROS,11,03
Denuncia,28/11/2021,02:56:56,VILLA PUEYRREDON,11,02
Denuncia,28/11/2021,02:01:01,RECOLETA,11,02
Denuncia,28/11/2021,04:54:33,MONSERRAT,11,04
Denuncia,28/11/2021,03:29:22,BELGRANO,11,03
Denuncia,28/11/2021,18:30:04,CHACARITA,11,18
Denuncia,28/11/2021,13:08:24,VILLA SANTA RITA,11,13
Denuncia,28/11/2021,02:54:47,VILLA PUEYRREDON,11,02
Denuncia,28/11/2021,03:21:16,PALERMO,11,03
Denuncia,28/11/2021,19:48:14,RETIRO,11,19
Denuncia,28/11/2021,20:56:54,RECOLETA,11,20
Denuncia,28/11/2021,17:45:40,RETIRO,11,17
Denuncia,28/11/2021,19:44:01,RETIRO,11,19
Denuncia,28/11/2021,23:58:06,CABALLITO,11,23
Denuncia,28/11/2021,13:37:08,NUÑEZ,11,13
Denuncia,28/11/2021,14:39:43,ALMAGRO,11,14
Denuncia,29/11/2021,15:35:53,COLEGIALES,11,15
Denuncia,29/11/2021,15:07:28,PALERMO,11,15
Denuncia,29/11/2021,12:36:25,CHACARITA,11,12
Denuncia,29/11/2021,09:03:11,VILLA LURO,11,09
Denuncia,29/11/2021,16:48:56,PALERMO,11,16
Denuncia,29/11/2021,09:43:43,CABALLITO,11,09
Denuncia,29/11/2021,14:25:45,MONTE CASTRO,11,14
Denuncia,29/11/2021,21:41:41,MONSERRAT,11,21
Denuncia,29/11/2021,08:46:44,LINIERS,11,08
Denuncia,29/11/2021,09:12:46,COGHLAN,11,09
Denuncia,29/11/2021,17:35:29,BOCA,11,17
Denuncia,29/11/2021,07:50:18,BELGRANO,11,07
Denuncia,29/11/2021,22:49:02,PALERMO,11,22
Denuncia,30/11/2021,00:52:01,VELEZ SARSFIELD,11,00
Denuncia,30/11/2021,23:41:46,PALERMO,11,23
Denuncia,30/11/2021,18:32:04,CHACARITA,11,18
Denuncia,30/11/2021,19:47:31,VILLA CRESPO,11,19
Denuncia,30/11/2021,22:42:49,PALERMO,11,22
Denuncia,30/11/2021,08:21:51,RECOLETA,11,08
Denuncia,30/11/2021,04:10:04,MONSERRAT,11,04
Denuncia,30/11/2021,21:16:56,VILLA CRESPO,11,21
Denuncia,30/11/2021,00:48:10,FLORESTA,11,00
Denuncia,30/11/2021,11:53:19,VILLA GRAL. MITRE,11,11
Denuncia,30/11/2021,19:31:17,NUÑEZ,11,19
Denuncia,30/11/2021,14:08:53,PALERMO,11,14
Denuncia,30/11/2021,00:06:51,PALERMO,11,00
Denuncia,30/11/2021,00:48:10,FLORESTA,11,00
Denuncia,30/11/2021,16:32:08,ALMAGRO,11,16
Denuncia,01/12/2021,12:16:46,VILLA LUGANO,12,12
Denuncia,01/12/2021,14:03:32,LINIERS,12,14
Denuncia,01/12/2021,00:15:22,COLEGIALES,12,00
Denuncia,01/12/2021,12:31:46,SAN CRISTOBAL,12,12
Denuncia,01/12/2021,08:48:33,CHACARITA,12,08
Denuncia,01/12/2021,08:38:11,CHACARITA,12,08
Denuncia,01/12/2021,09:21:15,VILLA URQUIZA,12,09
Denuncia,01/12/2021,14:28:38,CHACARITA,12,14
Denuncia,01/12/2021,20:23:54,PUERTO MADERO,12,20
Denuncia,01/12/2021,12:24:59,BALVANERA,12,12
Denuncia,01/12/2021,10:01:42,VILLA CRESPO,12,10
Denuncia,01/12/2021,15:49:12,BALVANERA,12,15
Denuncia,01/12/2021,16:18:20,CABALLITO,12,16
Denuncia,01/12/2021,21:26:11,SAN NICOLAS,12,21
Denuncia,01/12/2021,19:02:11,PALERMO,12,19
Denuncia,02/12/2021,14:59:31,SAN NICOLAS,12,14
Denuncia,02/12/2021,10:10:44,BOCA,12,10
Denuncia,02/12/2021,09:24:49,MONSERRAT,12,09
Denuncia,02/12/2021,09:47:57,MONSERRAT,12,09
Denuncia,02/12/2021,01:09:33,BARRACAS,12,01
Denuncia,02/12/2021,20:12:50,RETIRO,12,20
Denuncia,02/12/2021,12:33:47,CABALLITO,12,12
Denuncia,02/12/2021,01:26:53,PALERMO,12,01
Denuncia,02/12/2021,13:44:24,PALERMO,12,13
Denuncia,02/12/2021,10:13:20,ALMAGRO,12,10
Denuncia,02/12/2021,15:05:23,CHACARITA,12,15
Denuncia,02/12/2021,13:31:54,CABALLITO,12,13
Denuncia,02/12/2021,09:33:40,PALERMO,12,09
Denuncia,02/12/2021,08:37:02,CHACARITA,12,08
Denuncia,02/12/2021,20:02:13,RECOLETA,12,20
Denuncia,02/12/2021,21:02:18,VILLA CRESPO,12,21
Denuncia,02/12/2021,23:52:59,NUÑEZ,12,23
Denuncia,02/12/2021,20:42:11,PALERMO,12,20
Denuncia,02/12/2021,22:49:02,SAN CRISTOBAL,12,22
Denuncia,02/12/2021,23:55:33,CHACARITA,12,23
Denuncia,03/12/2021,14:21:38,BELGRANO,12,14
Denuncia,03/12/2021,21:08:42,RECOLETA,12,21
Denuncia,03/12/2021,20:52:48,VILLA URQUIZA,12,20
Denuncia,03/12/2021,21:52:17,RECOLETA,12,21
Denuncia,03/12/2021,22:09:17,NUÑEZ,12,22
Denuncia,03/12/2021,09:59:03,RECOLETA,12,09
Denuncia,03/12/2021,16:26:11,NUÑEZ,12,16
Denuncia,03/12/2021,06:28:19,PALERMO,12,06
Denuncia,03/12/2021,14:18:01,RECOLETA,12,14
Denuncia,03/12/2021,01:28:43,PALERMO,12,01
Denuncia,03/12/2021,18:35:28,CABALLITO,12,18
Denuncia,03/12/2021,13:14:23,CHACARITA,12,13
Denuncia,03/12/2021,19:27:58,RECOLETA,12,19
Denuncia,03/12/2021,23:31:16,PALERMO,12,23
Denuncia,03/12/2021,08:47:07,FLORES,12,08
Denuncia,03/12/2021,23:51:57,NUÑEZ,12,23
Denuncia,03/12/2021,03:00:54,COLEGIALES,12,03
Denuncia,03/12/2021,13:07:51,BARRACAS,12,13
Denuncia,03/12/2021,01:49:50,RECOLETA,12,01
Denuncia,03/12/2021,17:34:51,BALVANERA,12,17
Denuncia,03/12/2021,14:17:51,ALMAGRO,12,14
Denuncia,04/12/2021,10:25:04,CABALLITO,12,10
Denuncia,04/12/2021,22:25:23,RECOLETA,12,22
Denuncia,04/12/2021,17:50:51,PALERMO,12,17
Denuncia,04/12/2021,09:31:09,MONSERRAT,12,09
Denuncia,04/12/2021,19:50:32,BELGRANO,12,19
Denuncia,04/12/2021,01:41:34,BELGRANO,12,01
Denuncia,04/12/2021,11:05:55,VILLA ORTUZAR,12,11
Denuncia,04/12/2021,14:34:30,NUÑEZ,12,14
Denuncia,04/12/2021,10:18:01,COLEGIALES,12,10
Denuncia,04/12/2021,00:53:24,PALERMO,12,00
Denuncia,04/12/2021,23:05:17,RECOLETA,12,23
Denuncia,04/12/2021,23:59:15,BALVANERA,12,23
Denuncia,04/12/2021,14:10:13,NUÑEZ,12,14
Denuncia,05/12/2021,11:45:17,VILLA DEL PARQUE,12,11
Denuncia,05/12/2021,11:54:14,VILLA DEL PARQUE,12,11
Denuncia,05/12/2021,00:52:41,RECOLETA,12,00
Denuncia,05/12/2021,15:22:33,PARQUE CHACABUCO,12,15
Denuncia,05/12/2021,01:19:52,VILLA DEL PARQUE,12,01
Denuncia,05/12/2021,01:10:07,VILLA CRESPO,12,01
Denuncia,05/12/2021,14:33:08,PALERMO,12,14
Denuncia,05/12/2021,14:06:11,BOEDO,12,14
Denuncia,05/12/2021,17:34:18,PALERMO,12,17
Denuncia,05/12/2021,16:24:14,PALERMO,12,16
Denuncia,05/12/2021,21:22:28,PALERMO,12,21
Denuncia,05/12/2021,20:29:05,CABALLITO,12,20
Denuncia,05/12/2021,22:41:35,PARQUE CHAS,12,22
Denuncia,05/12/2021,05:10:26,VILLA DEL PARQUE,12,05
Denuncia,05/12/2021,20:04:40,RECOLETA,12,20
Denuncia,06/12/2021,08:38:31,LINIERS,12,08
Denuncia,06/12/2021,13:47:47,VILLA URQUIZA,12,13
Denuncia,06/12/2021,10:46:30,VELEZ SARSFIELD,12,10
Denuncia,06/12/2021,00:30:14,CONSTITUCION,12,00
Denuncia,06/12/2021,17:13:32,VILLA LURO,12,17
Denuncia,06/12/2021,16:14:56,PALERMO,12,16
Denuncia,06/12/2021,22:12:59,BALVANERA,12,22
Denuncia,06/12/2021,23:04:52,PARQUE CHACABUCO,12,23
Denuncia,06/12/2021,14:55:03,PALERMO,12,14
Denuncia,06/12/2021,18:08:57,MONSERRAT,12,18
Denuncia,06/12/2021,21:50:06,PALERMO,12,21
Denuncia,06/12/2021,14:06:38,COLEGIALES,12,14
Denuncia,06/12/2021,17:00:57,VILLA URQUIZA,12,17
Denuncia,06/12/2021,18:05:56,PALERMO,12,18
Denuncia,06/12/2021,15:41:50,PALERMO,12,15
Denuncia,07/12/2021,23:25:49,VILLA DEL PARQUE,12,23
Denuncia,07/12/2021,22:46:51,RETIRO,12,22
Denuncia,07/12/2021,13:51:27,SAN TELMO,12,13
Denuncia,07/12/2021,15:19:56,PALERMO,12,15
Denuncia,07/12/2021,23:23:26,VILLA DEL PARQUE,12,23
Denuncia,08/12/2021,00:35:08,BALVANERA,12,00
Denuncia,08/12/2021,03:22:17,VILLA URQUIZA,12,03
Denuncia,08/12/2021,09:32:43,VILLA URQUIZA,12,09
Denuncia,08/12/2021,01:20:08,NUÑEZ,12,01
Denuncia,08/12/2021,00:46:29,VILLA CRESPO,12,00
Denuncia,08/12/2021,00:47:10,BALVANERA,12,00
Denuncia,08/12/2021,01:05:44,VILLA CRESPO,12,01
Denuncia,08/12/2021,22:40:24,VILLA URQUIZA,12,22
Denuncia,08/12/2021,16:25:28,RECOLETA,12,16
Denuncia,08/12/2021,20:54:13,PALERMO,12,20
Denuncia,08/12/2021,22:38:06,PUERTO MADERO,12,22
Denuncia,08/12/2021,23:36:28,PALERMO,12,23
Denuncia,08/12/2021,01:17:15,VILLA CRESPO,12,01
Denuncia,08/12/2021,14:36:34,VILLA DEL PARQUE,12,14
Denuncia,08/12/2021,20:18:37,VILLA CRESPO,12,20
Denuncia,08/12/2021,17:01:34,COLEGIALES,12,17
Denuncia,09/12/2021,09:15:36,PALERMO,12,09
Denuncia,09/12/2021,09:24:24,RETIRO,12,09
Denuncia,09/12/2021,13:04:45,PALERMO,12,13
Denuncia,09/12/2021,20:32:05,PALERMO,12,20
Denuncia,09/12/2021,23:47:13,VILLA DEVOTO,12,23
Denuncia,09/12/2021,11:50:59,PALERMO,12,11
Denuncia,09/12/2021,12:10:58,RECOLETA,12,12
Denuncia,09/12/2021,19:26:36,COLEGIALES,12,19
Denuncia,09/12/2021,18:02:39,BELGRANO,12,18
Denuncia,09/12/2021,09:54:10,CABALLITO,12,09
Denuncia,09/12/2021,12:25:06,VILLA CRESPO,12,12
Denuncia,10/12/2021,09:03:56,VILLA DEVOTO,12,09
Denuncia,10/12/2021,12:10:26,BELGRANO,12,12
Denuncia,10/12/2021,22:28:42,PALERMO,12,22
Denuncia,10/12/2021,23:26:29,VILLA DEVOTO,12,23
Denuncia,10/12/2021,08:27:41,CHACARITA,12,08
Denuncia,10/12/2021,09:44:50,RECOLETA,12,09
